MJ文字図形名,部首1,内画数1
MJ文字図形名,部首2,内画数2
MJ文字図形名,部首3,内画数3
MJ文字図形名,部首4,内画数4
MJ018734,112,16
MJ018735,112,16
MJ018737,112,16
MJ018738,112,17
MJ018739,112,17
MJ018740,112,17
MJ018741,112,17
MJ018742,112,17
MJ018743,112,18
MJ018744,112,18
MJ018745,112,19
MJ018746,112,20
MJ018747,113,0
MJ018749,113,0
MJ018750,113,1
MJ018751,113,2
MJ018752,113,2
MJ018753,113,3
MJ018754,113,3
MJ018755,113,3
MJ018758,113,3
MJ018759,113,3
MJ018760,113,3
MJ018761,113,3
MJ018762,113,3
MJ018763,113,3
MJ018763,163,5
MJ018764,113,4
MJ018766,113,4
MJ018767,113,4
MJ018768,113,4
MJ018769,113,4
MJ018770,113,4
MJ018771,113,4
MJ018772,113,4
MJ018773,113,4
MJ018774,113,4
MJ018775,113,4
MJ018776,113,4
MJ018777,79,5
MJ018777,113,4
MJ018778,113,4
MJ018779,113,4
MJ018780,113,5
MJ018781,113,5
MJ018782,113,5
MJ018783,113,5
MJ018784,113,5
MJ018785,113,5
MJ018786,113,5
MJ018787,113,5
MJ018788,113,4
MJ018790,113,5
MJ018791,113,5
MJ018792,113,5
MJ018793,113,5
MJ018794,113,5
MJ018795,113,5
MJ018796,113,5
MJ018797,113,5
MJ018798,113,5
MJ018799,113,5
MJ018800,113,5
MJ018801,113,5
MJ018802,113,5
MJ018803,113,5
MJ018804,113,5
MJ018806,113,5
MJ018807,113,5
MJ018808,113,5
MJ018809,113,5
MJ018810,113,5
MJ018811,113,5
MJ018812,113,5
MJ018813,113,5
MJ018814,113,5
MJ018815,113,5
MJ018816,113,6
MJ018817,113,5
MJ018818,113,5
MJ018819,113,5
MJ018820,113,5
MJ018821,113,5
MJ018822,113,6
MJ018823,113,6
MJ018824,113,6
MJ018825,113,6
MJ018826,113,6
MJ018828,113,6
MJ018829,113,6
MJ018830,113,6
MJ018831,113,6
MJ018832,113,6
MJ018833,113,6
MJ018834,113,6
MJ018835,113,6
MJ018836,113,6
MJ018837,113,6
MJ018838,113,6
MJ018839,113,6
MJ018841,113,7
MJ018845,113,7
MJ018846,113,7
MJ018847,113,7
MJ018848,113,7
MJ018849,113,7
MJ018850,113,7
MJ018851,113,7
MJ018852,113,7
MJ018853,113,7
MJ018854,113,7
MJ018855,113,7
MJ018856,113,8
MJ018857,113,8
MJ018858,113,8
MJ018859,113,8
MJ018860,113,8
MJ018861,113,8
MJ018862,113,8
MJ018863,113,8
MJ018864,113,8
MJ018865,113,8
MJ018867,113,8
MJ018868,113,8
MJ018869,113,8
MJ018870,113,9
MJ018871,113,8
MJ018872,113,8
MJ018873,113,8
MJ018875,113,8
MJ018877,113,7
MJ018878,113,8
MJ018879,113,8
MJ018880,113,8
MJ018881,113,9
MJ018882,113,9
MJ018884,113,9
MJ018885,113,9
MJ018886,113,9
MJ018887,113,9
MJ018888,113,9
MJ018889,113,9
MJ018890,113,9
MJ018891,113,9
MJ018892,113,9
MJ018894,113,9
MJ018895,113,9
MJ018896,113,9
MJ018897,113,10
MJ018899,113,9
MJ018900,113,9
MJ018901,113,9
MJ018902,113,9
MJ018903,113,9
MJ018905,113,9
MJ018906,113,9
MJ018907,113,9
MJ018908,113,9
MJ018909,113,10
MJ018910,113,9
MJ018911,113,10
MJ018912,113,9
MJ018913,113,10
MJ018914,113,9
MJ018915,113,9
MJ018916,113,9
MJ018917,113,9
MJ018918,113,9
MJ018919,113,9
MJ018920,113,9
MJ018921,113,10
MJ018922,113,10
MJ018923,113,10
MJ018926,113,10
MJ018927,113,10
MJ018928,113,10
MJ018929,113,10
MJ018930,113,10
MJ018931,113,10
MJ018933,113,10
MJ018935,113,10
MJ018936,113,10
MJ018937,113,10
MJ018938,113,10
MJ018939,113,10
MJ018940,113,11
MJ018941,113,11
MJ018943,113,11
MJ018944,113,12
MJ018945,113,12
MJ018948,113,12
MJ018949,113,12
MJ018950,113,12
MJ018951,113,11
MJ018952,113,11
MJ018953,113,12
MJ018954,113,12
MJ018955,113,12
MJ018956,113,12
MJ018957,113,12
MJ018958,113,12
MJ018959,113,13
MJ018960,113,13
MJ018961,113,12
MJ018962,113,13
MJ018963,113,13
MJ018964,113,13
MJ018965,113,13
MJ018965,196,7
MJ018966,113,13
MJ018968,113,14
MJ018969,113,14
MJ018970,113,14
MJ018971,113,14
MJ018972,113,14
MJ018973,113,15
MJ018974,113,17
MJ018975,113,17
MJ018976,113,17
MJ018977,113,17
MJ018978,113,18
MJ018979,113,19
MJ018980,113,19
MJ018981,114,0
MJ018982,114,0
MJ018983,114,4
MJ018984,114,4
MJ018985,114,6
MJ018986,114,6
MJ018987,114,7
MJ018988,114,8
MJ018989,114,8
MJ018990,115,0
MJ018991,115,2
MJ018992,115,2
MJ018993,115,2
MJ018994,115,2
MJ018996,115,3
MJ018997,115,3
MJ018998,115,3
MJ018999,115,3
MJ019000,115,3
MJ019001,115,3
MJ019004,115,3
MJ019006,115,4
MJ019007,72,5
MJ019007,86,5
MJ019007,115,4
MJ019008,115,4
MJ019009,115,4
MJ019010,115,4
MJ019011,115,4
MJ019012,115,4
MJ019013,115,4
MJ019014,115,4
MJ019015,115,4
MJ019016,115,4
MJ019017,115,4
MJ019018,115,4
MJ019019,113,5
MJ019019,115,5
MJ019020,115,5
MJ019021,115,5
MJ019022,115,5
MJ019023,115,5
MJ019024,115,5
MJ019025,115,5
MJ019026,115,5
MJ019027,115,5
MJ019028,115,5
MJ019030,115,5
MJ019031,115,5
MJ019032,115,5
MJ019033,115,5
MJ019034,115,5
MJ019035,115,5
MJ019036,115,5
MJ019037,115,5
MJ019039,115,5
MJ019040,115,5
MJ019041,115,5
MJ019042,115,5
MJ019043,115,5
MJ019044,115,5
MJ019045,115,5
MJ019046,115,5
MJ019047,115,5
MJ019048,115,6
MJ019049,115,6
MJ019050,115,6
MJ019051,115,6
MJ019052,115,6
MJ019053,115,6
MJ019054,115,6
MJ019055,115,6
MJ019056,115,6
MJ019057,115,6
MJ019058,115,6
MJ019059,115,6
MJ019060,115,7
MJ019061,115,7
MJ019062,115,7
MJ019063,115,7
MJ019064,115,7
MJ019065,115,7
MJ019067,115,7
MJ019068,115,7
MJ019069,115,7
MJ019070,115,7
MJ019071,115,7
MJ019072,115,7
MJ019072,119,12
MJ019073,115,7
MJ019074,115,7
MJ019075,115,7
MJ019076,115,7
MJ019077,115,7
MJ019078,115,7
MJ019079,115,7
MJ019080,115,8
MJ019081,115,8
MJ019082,115,8
MJ019083,115,8
MJ019084,115,8
MJ019085,115,8
MJ019086,115,8
MJ019087,115,8
MJ019088,115,8
MJ019089,115,9
MJ019090,115,8
MJ019091,115,8
MJ019092,115,8
MJ019093,115,8
MJ019094,115,8
MJ019095,115,8
MJ019096,115,8
MJ019097,115,8
MJ019098,115,8
MJ019099,115,8
MJ019100,115,8
MJ019102,115,8
MJ019103,115,8
MJ019104,115,9
MJ019105,115,9
MJ019106,115,9
MJ019107,115,9
MJ019108,115,9
MJ019109,115,9
MJ019110,115,9
MJ019111,115,9
MJ019112,115,9
MJ019113,115,9
MJ019114,115,9
MJ019115,115,9
MJ019116,115,9
MJ019117,115,9
MJ019118,115,9
MJ019119,115,9
MJ019120,115,9
MJ019121,115,10
MJ019122,115,10
MJ019123,115,10
MJ019125,115,10
MJ019126,115,10
MJ019127,115,10
MJ019128,115,10
MJ019129,115,10
MJ019130,115,10
MJ019131,115,10
MJ019133,115,10
MJ019134,115,10
MJ019135,115,10
MJ019136,115,11
MJ019137,115,10
MJ019138,115,10
MJ019139,115,11
MJ019140,115,9
MJ019141,115,10
MJ019142,115,10
MJ019143,115,10
MJ019144,115,11
MJ019145,115,11
MJ019146,115,11
MJ019147,115,11
MJ019148,115,11
MJ019150,115,11
MJ019151,115,12
MJ019152,115,11
MJ019153,115,11
MJ019154,115,11
MJ019155,115,11
MJ019157,115,11
MJ019158,115,11
MJ019159,115,11
MJ019160,115,11
MJ019161,115,11
MJ019162,115,12
MJ019164,115,12
MJ019165,115,12
MJ019166,115,12
MJ019167,115,12
MJ019168,115,12
MJ019169,115,13
MJ019170,115,12
MJ019171,115,12
MJ019172,115,12
MJ019174,115,12
MJ019175,115,12
MJ019176,115,12
MJ019177,115,12
MJ019178,115,12
MJ019179,115,13
MJ019180,115,13
MJ019181,115,13
MJ019182,115,13
MJ019183,115,13
MJ019184,115,14
MJ019185,115,13
MJ019186,115,14
MJ019186,119,19
MJ019187,115,14
MJ019188,115,14
MJ019189,115,14
MJ019190,115,14
MJ019191,115,14
MJ019192,115,14
MJ019193,115,14
MJ019194,115,13
MJ019195,115,14
MJ019196,115,15
MJ019197,115,15
MJ019198,115,15
MJ019199,115,17
MJ019200,115,18
MJ019201,115,19
MJ019202,115,19
MJ019203,116,0
MJ019204,116,0
MJ019205,116,1
MJ019206,116,2
MJ019207,116,2
MJ019208,116,3
MJ019209,116,3
MJ019210,116,3
MJ019211,116,3
MJ019212,116,3
MJ019213,116,4
MJ019214,116,4
MJ019215,116,4
MJ019216,116,4
MJ019217,116,4
MJ019218,116,4
MJ019219,116,5
MJ019220,116,4
MJ019221,116,3
MJ019222,116,4
MJ019223,116,4
MJ019224,116,5
MJ019225,116,5
MJ019226,116,5
MJ019227,116,5
MJ019228,116,5
MJ019229,116,5
MJ019230,116,5
MJ019231,116,5
MJ019232,116,5
MJ019233,116,5
MJ019234,116,6
MJ019235,116,6
MJ019236,116,6
MJ019237,116,6
MJ019238,116,6
MJ019239,116,6
MJ019240,116,6
MJ019241,116,6
MJ019242,116,7
MJ019243,116,7
MJ019244,116,7
MJ019245,116,7
MJ019247,116,7
MJ019248,116,7
MJ019249,116,7
MJ019250,116,7
MJ019253,116,7
MJ019254,116,8
MJ019255,116,8
MJ019256,116,8
MJ019257,116,8
MJ019258,116,8
MJ019259,116,8
MJ019260,116,8
MJ019262,116,9
MJ019263,116,9
MJ019264,116,9
MJ019265,116,9
MJ019266,116,9
MJ019267,116,9
MJ019268,116,9
MJ019269,116,9
MJ019271,116,10
MJ019272,116,10
MJ019273,116,10
MJ019274,116,10
MJ019275,116,10
MJ019277,116,10
MJ019278,116,10
MJ019279,116,10
MJ019280,116,10
MJ019281,116,10
MJ019282,116,11
MJ019283,116,11
MJ019284,116,11
MJ019285,116,11
MJ019286,116,11
MJ019287,116,11
MJ019288,116,11
MJ019289,116,11
MJ019291,116,11
MJ019292,116,12
MJ019293,116,12
MJ019294,116,11
MJ019295,116,12
MJ019296,116,12
MJ019297,116,12
MJ019298,116,12
MJ019299,116,13
MJ019300,116,13
MJ019301,116,13
MJ019302,116,14
MJ019303,116,15
MJ019304,116,16
MJ019305,116,16
MJ019306,116,16
MJ019309,116,17
MJ019310,117,0
MJ019311,117,2
MJ019312,117,2
MJ019313,117,3
MJ019314,117,3
MJ019315,117,4
MJ019316,117,4
MJ019317,8,7
MJ019317,30,6
MJ019317,117,4
MJ019318,117,4
MJ019319,117,4
MJ019320,117,4
MJ019321,117,4
MJ019323,117,5
MJ019324,117,5
MJ019325,117,5
MJ019326,117,5
MJ019327,117,5
MJ019327,212,0
MJ019328,117,5
MJ019330,117,6
MJ019330,180,2
MJ019331,117,6
MJ019331,180,2
MJ019332,117,6
MJ019333,117,6
MJ019334,117,6
MJ019335,117,7
MJ019336,117,7
MJ019337,117,7
MJ019338,117,7
MJ019339,117,7
MJ019340,117,7
MJ019341,117,7
MJ019342,117,7
MJ019343,117,8
MJ019344,117,8
MJ019345,117,8
MJ019346,117,8
MJ019347,117,8
MJ019348,117,9
MJ019349,117,9
MJ019350,117,8
MJ019351,117,9
MJ019352,117,11
MJ019353,117,9
MJ019354,117,9
MJ019355,117,11
MJ019356,117,9
MJ019357,117,12
MJ019359,117,12
MJ019360,117,12
MJ019362,117,13
MJ019363,117,15
MJ019364,117,15
MJ019365,117,17
MJ019366,118,0
MJ019367,7,6
MJ019367,118,2
MJ019368,118,2
MJ019369,118,3
MJ019370,118,3
MJ019371,118,3
MJ019372,118,3
MJ019373,118,3
MJ019374,118,3
MJ019375,118,3
MJ019376,118,4
MJ019377,118,4
MJ019378,118,4
MJ019379,118,4
MJ019380,118,4
MJ019381,118,3
MJ019382,118,3
MJ019383,118,4
MJ019384,118,4
MJ019385,118,4
MJ019386,118,4
MJ019387,118,4
MJ019388,118,4
MJ019389,118,4
MJ019390,118,4
MJ019391,118,4
MJ019392,118,4
MJ019393,118,4
MJ019394,118,4
MJ019395,118,5
MJ019396,118,5
MJ019398,118,5
MJ019399,118,5
MJ019400,118,5
MJ019401,118,5
MJ019402,118,5
MJ019403,118,5
MJ019404,118,5
MJ019405,118,5
MJ019406,118,5
MJ019407,118,5
MJ019408,118,5
MJ019409,118,5
MJ019410,118,5
MJ019411,118,5
MJ019412,118,5
MJ019413,118,5
MJ019414,118,5
MJ019415,118,5
MJ019416,118,5
MJ019417,118,5
MJ019418,118,5
MJ019419,118,5
MJ019421,118,5
MJ019422,118,5
MJ019423,118,5
MJ019425,118,5
MJ019426,118,5
MJ019427,118,5
MJ019428,118,5
MJ019429,118,5
MJ019431,118,5
MJ019432,118,5
MJ019433,118,5
MJ019434,118,5
MJ019435,118,5
MJ019436,118,5
MJ019437,118,6
MJ019438,118,6
MJ019439,118,6
MJ019440,118,6
MJ019441,118,6
MJ019442,118,6
MJ019443,118,6
MJ019444,118,6
MJ019445,118,6
MJ019446,118,6
MJ019447,118,6
MJ019448,118,6
MJ019449,118,6
MJ019450,118,6
MJ019451,118,6
MJ019452,118,6
MJ019453,118,6
MJ019454,118,6
MJ019455,118,6
MJ019456,118,6
MJ019457,118,6
MJ019458,118,6
MJ019459,118,6
MJ019460,118,6
MJ019462,118,6
MJ019463,118,6
MJ019464,118,6
MJ019465,118,6
MJ019466,118,6
MJ019467,118,6
MJ019468,118,7
MJ019469,118,7
MJ019470,118,7
MJ019471,118,7
MJ019472,118,7
MJ019473,118,7
MJ019474,118,7
MJ019475,118,7
MJ019476,118,7
MJ019477,118,7
MJ019478,118,7
MJ019479,118,7
MJ019480,118,7
MJ019481,118,7
MJ019482,118,6
MJ019483,118,7
MJ019484,118,7
MJ019485,118,8
MJ019486,118,7
MJ019487,118,7
MJ019488,118,7
MJ019489,118,7
MJ019490,118,7
MJ019491,118,7
MJ019492,118,7
MJ019493,118,7
MJ019494,118,7
MJ019495,118,7
MJ019496,118,8
MJ019497,118,7
MJ019498,118,7
MJ019499,118,7
MJ019500,118,7
MJ019501,118,7
MJ019502,118,7
MJ019503,118,8
MJ019504,118,8
MJ019505,118,8
MJ019506,118,8
MJ019507,118,8
MJ019508,118,8
MJ019509,118,8
MJ019510,118,8
MJ019511,118,8
MJ019512,118,8
MJ019513,118,8
MJ019514,118,8
MJ019515,118,8
MJ019516,118,8
MJ019518,118,8
MJ019519,118,8
MJ019520,118,8
MJ019521,118,8
MJ019522,118,8
MJ019523,118,8
MJ019524,118,8
MJ019525,118,8
MJ019526,118,8
MJ019527,118,8
MJ019528,118,8
MJ019529,118,8
MJ019530,118,8
MJ019531,118,8
MJ019532,118,8
MJ019533,118,8
MJ019534,118,8
MJ019535,118,8
MJ019536,118,8
MJ019537,118,8
MJ019538,118,8
MJ019539,118,8
MJ019540,118,9
MJ019541,118,6
MJ019542,118,9
MJ019543,118,9
MJ019544,118,8
MJ019545,118,8
MJ019546,118,9
MJ019547,118,8
MJ019548,118,8
MJ019549,118,8
MJ019550,118,8
MJ019551,118,8
MJ019552,118,9
MJ019553,118,9
MJ019554,118,9
MJ019555,118,9
MJ019556,118,9
MJ019557,118,9
MJ019558,118,9
MJ019559,118,9
MJ019560,118,9
MJ019561,118,9
MJ019562,118,9
MJ019563,118,9
MJ019564,118,9
MJ019565,118,9
MJ019566,118,9
MJ019567,118,8
MJ019568,118,9
MJ019569,118,9
MJ019570,118,9
MJ019571,118,9
MJ019572,118,9
MJ019573,118,9
MJ019574,118,9
MJ019575,118,9
MJ019576,118,7
MJ019577,118,9
MJ019579,118,9
MJ019580,118,9
MJ019581,118,9
MJ019582,118,9
MJ019583,118,10
MJ019584,118,10
MJ019584,159,9
MJ019585,118,9
MJ019586,118,9
MJ019587,118,9
MJ019589,118,9
MJ019590,118,9
MJ019591,118,9
MJ019592,75,12
MJ019592,118,10
MJ019593,75,12
MJ019593,118,10
MJ019594,118,9
MJ019595,118,9
MJ019596,118,9
MJ019597,118,9
MJ019598,118,9
MJ019599,118,9
MJ019600,118,10
MJ019601,118,10
MJ019602,118,10
MJ019603,118,10
MJ019604,118,10
MJ019605,118,10
MJ019607,118,10
MJ019608,118,10
MJ019609,118,10
MJ019610,118,10
MJ019611,118,10
MJ019612,118,10
MJ019613,118,10
MJ019614,118,10
MJ019615,118,11
MJ019616,28,14
MJ019616,118,10
MJ019617,118,10
MJ019618,118,10
MJ019619,118,10
MJ019620,118,10
MJ019620,187,6
MJ019621,118,10
MJ019622,118,10
MJ019623,118,10
MJ019624,118,10
MJ019625,118,10
MJ019626,118,10
MJ019627,118,10
MJ019629,118,10
MJ019630,118,10
MJ019631,118,11
MJ019632,118,11
MJ019633,118,11
MJ019634,118,11
MJ019635,118,10
MJ019636,118,10
MJ019637,118,11
MJ019638,118,11
MJ019639,118,11
MJ019640,118,10
MJ019641,118,11
MJ019642,118,10
MJ019643,118,11
MJ019644,118,11
MJ019645,118,11
MJ019646,118,11
MJ019647,118,11
MJ019648,118,11
MJ019649,118,11
MJ019650,118,11
MJ019651,118,11
MJ019652,118,11
MJ019653,118,11
MJ019654,118,11
MJ019655,118,11
MJ019656,118,11
MJ019657,118,11
MJ019658,118,11
MJ019659,118,11
MJ019660,118,11
MJ019661,118,10
MJ019662,118,11
MJ019663,118,11
MJ019664,118,11
MJ019665,118,11
MJ019666,118,11
MJ019667,118,11
MJ019668,118,11
MJ019669,118,11
MJ019670,118,11
MJ019671,118,10
MJ019672,28,15
MJ019672,118,11
MJ019673,118,11
MJ019674,118,11
MJ019675,118,11
MJ019676,118,11
MJ019677,118,11
MJ019678,118,11
MJ019679,118,12
MJ019680,118,12
MJ019681,118,12
MJ019682,118,12
MJ019683,118,12
MJ019684,118,12
MJ019685,118,12
MJ019686,118,12
MJ019687,118,12
MJ019688,118,12
MJ019689,118,12
MJ019690,118,12
MJ019691,118,12
MJ019692,118,12
MJ019693,118,12
MJ019694,118,12
MJ019695,118,11
MJ019696,118,12
MJ019697,118,12
MJ019698,118,12
MJ019699,118,12
MJ019700,118,12
MJ019701,118,14
MJ019702,118,13
MJ019703,118,13
MJ019704,118,12
MJ019705,118,12
MJ019706,118,13
MJ019707,118,13
MJ019708,118,14
MJ019709,118,13
MJ019710,118,12
MJ019711,118,13
MJ019713,118,13
MJ019714,118,13
MJ019715,118,13
MJ019716,118,13
MJ019717,118,12
MJ019718,118,13
MJ019719,118,13
MJ019720,118,13
MJ019721,118,13
MJ019722,118,13
MJ019723,118,13
MJ019724,118,13
MJ019725,118,13
MJ019726,118,13
MJ019727,118,14
MJ019728,118,14
MJ019729,118,13
MJ019730,118,14
MJ019731,118,14
MJ019732,118,14
MJ019733,118,14
MJ019734,118,14
MJ019735,118,14
MJ019736,118,14
MJ019737,118,14
MJ019738,118,14
MJ019739,118,14
MJ019740,118,14
MJ019741,118,15
MJ019742,118,15
MJ019743,118,15
MJ019744,118,15
MJ019744,184,12
MJ019745,118,15
MJ019746,118,15
MJ019747,118,15
MJ019748,118,15
MJ019749,118,14
MJ019750,118,15
MJ019751,118,16
MJ019752,118,16
MJ019753,118,16
MJ019754,118,16
MJ019755,118,16
MJ019757,118,16
MJ019758,118,16
MJ019759,118,16
MJ019760,118,16
MJ019761,118,16
MJ019762,118,16
MJ019763,118,16
MJ019764,118,16
MJ019765,118,16
MJ019766,118,16
MJ019767,118,16
MJ019768,118,16
MJ019768,126,16
MJ019769,118,16
MJ019770,118,17
MJ019771,118,17
MJ019772,118,17
MJ019773,118,17
MJ019774,118,17
MJ019775,118,16
MJ019776,118,17
MJ019777,118,17
MJ019778,118,19
MJ019779,118,18
MJ019780,118,19
MJ019781,118,18
MJ019782,118,18
MJ019783,118,19
MJ019784,118,19
MJ019785,118,19
MJ019786,118,19
MJ019787,118,19
MJ019788,118,20
MJ019789,118,21
MJ019790,118,20
MJ019791,118,24
MJ019792,118,26
MJ019793,119,0
MJ019795,119,2
MJ019796,119,2
MJ019797,119,3
MJ019798,119,3
MJ019799,119,3
MJ019800,119,3
MJ019801,119,3
MJ019802,119,4
MJ019803,119,3
MJ019804,119,3
MJ019805,119,3
MJ019806,118,3
MJ019806,119,3
MJ019807,119,3
MJ019808,119,3
MJ019809,119,3
MJ019810,119,3
MJ019811,119,3
MJ019812,119,3
MJ019813,119,4
MJ019814,119,4
MJ019815,119,4
MJ019816,119,4
MJ019817,119,4
MJ019818,119,4
MJ019819,119,4
MJ019820,119,4
MJ019821,119,4
MJ019822,119,4
MJ019823,119,4
MJ019824,119,4
MJ019825,119,4
MJ019826,119,4
MJ019827,119,4
MJ019828,119,4
MJ019830,119,5
MJ019831,119,5
MJ019832,119,5
MJ019833,119,5
MJ019834,119,5
MJ019835,119,5
MJ019836,119,5
MJ019837,119,5
MJ019838,119,5
MJ019839,119,5
MJ019840,129,6
MJ019841,119,5
MJ019842,119,5
MJ019843,119,6
MJ019844,119,6
MJ019845,119,6
MJ019846,119,6
MJ019847,119,6
MJ019848,119,5
MJ019849,119,6
MJ019850,119,6
MJ019851,86,12
MJ019851,119,6
MJ019852,119,6
MJ019853,119,6
MJ019854,119,6
MJ019855,119,6
MJ019856,119,6
MJ019857,119,7
MJ019858,119,7
MJ019859,119,7
MJ019860,119,7
MJ019862,119,7
MJ019863,119,7
MJ019864,119,7
MJ019865,119,7
MJ019866,119,7
MJ019867,119,8
MJ019868,119,8
MJ019869,119,8
MJ019870,119,8
MJ019871,119,8
MJ019872,119,8
MJ019873,119,8
MJ019874,119,8
MJ019875,119,8
MJ019876,119,8
MJ019877,119,7
MJ019878,119,8
MJ019879,119,7
MJ019880,119,9
MJ019881,119,9
MJ019882,119,9
MJ019883,119,9
MJ019884,119,9
MJ019885,119,9
MJ019886,119,9
MJ019887,119,9
MJ019888,119,9
MJ019889,119,9
MJ019890,119,9
MJ019891,119,9
MJ019892,119,9
MJ019893,119,9
MJ019894,119,10
MJ019895,119,10
MJ019896,119,10
MJ019897,119,10
MJ019898,119,10
MJ019901,119,10
MJ019902,119,10
MJ019903,119,10
MJ019904,119,10
MJ019905,119,10
MJ019906,119,10
MJ019907,119,10
MJ019908,119,10
MJ019909,119,11
MJ019910,119,11
MJ019911,119,11
MJ019913,119,11
MJ019914,119,11
MJ019915,119,11
MJ019916,119,11
MJ019917,119,11
MJ019918,119,11
MJ019919,119,11
MJ019920,119,11
MJ019921,119,11
MJ019922,119,10
MJ019923,119,11
MJ019924,119,12
MJ019925,119,12
MJ019926,119,12
MJ019927,119,12
MJ019928,119,12
MJ019929,119,11
MJ019930,119,13
MJ019931,119,13
MJ019932,119,13
MJ019933,119,14
MJ019934,119,14
MJ019935,119,14
MJ019936,119,16
MJ019937,119,14
MJ019938,119,15
MJ019939,119,20
MJ019940,119,16
MJ019941,119,16
MJ019942,119,17
MJ019943,119,17
MJ019944,119,19
MJ019945,119,19
MJ019946,119,21
MJ019947,120,0
MJ019948,120,1
MJ019949,120,1
MJ019950,120,2
MJ019951,120,2
MJ019952,120,2
MJ019953,120,3
MJ019955,120,3
MJ019956,120,3
MJ019957,120,2
MJ019958,120,3
MJ019962,120,3
MJ019963,120,3
MJ019964,120,3
MJ019965,120,3
MJ019966,120,3
MJ019967,120,3
MJ019969,120,3
MJ019970,120,3
MJ019971,120,3
MJ019972,120,3
MJ019973,120,3
MJ019975,120,4
MJ019976,120,4
MJ019977,120,4
MJ019978,120,4
MJ019979,120,4
MJ019980,120,4
MJ019981,120,4
MJ019982,120,4
MJ019984,120,4
MJ019985,120,4
MJ019986,120,4
MJ019987,120,4
MJ019988,120,4
MJ019989,120,4
MJ019990,120,4
MJ019991,120,4
MJ019994,120,4
MJ019995,120,4
MJ019996,120,4
MJ019997,120,4
MJ019998,120,4
MJ020000,120,3
MJ020001,120,4
MJ020002,120,4
MJ020003,120,4
MJ020004,120,4
MJ020005,120,4
MJ020006,120,4
MJ020007,120,4
MJ020008,120,4
MJ020009,120,4
MJ020010,120,4
MJ020011,120,4
MJ020012,120,4
MJ020013,120,4
MJ020014,120,4
MJ020015,120,5
MJ020016,120,5
MJ020017,120,5
MJ020018,120,5
MJ020019,120,6
MJ020020,120,5
MJ020021,120,5
MJ020022,120,5
MJ020023,120,5
MJ020024,120,5
MJ020026,120,5
MJ020029,120,5
MJ020030,120,5
MJ020031,120,5
MJ020032,120,5
MJ020033,120,5
MJ020034,120,5
MJ020035,120,5
MJ020036,120,5
MJ020038,120,5
MJ020039,120,5
MJ020040,120,5
MJ020041,120,5
MJ020042,120,5
MJ020043,120,5
MJ020044,120,5
MJ020045,120,5
MJ020046,120,5
MJ020047,120,5
MJ020048,120,5
MJ020049,120,5
MJ020051,120,5
MJ020052,120,5
MJ020053,120,5
MJ020054,120,5
MJ020055,120,5
MJ020056,120,5
MJ020057,120,5
MJ020059,120,5
MJ020061,120,5
MJ020063,120,6
MJ020064,120,6
MJ020065,120,6
MJ020066,120,6
MJ020068,120,6
MJ020069,120,6
MJ020070,120,6
MJ020071,120,6
MJ020072,120,6
MJ020073,120,6
MJ020074,120,6
MJ020075,120,6
MJ020076,120,6
MJ020077,120,6
MJ020078,120,6
MJ020079,120,7
MJ020080,120,6
MJ020081,120,6
MJ020082,120,6
MJ020083,120,6
MJ020084,120,6
MJ020085,120,6
MJ020086,120,6
MJ020087,120,6
MJ020088,120,6
MJ020089,120,6
MJ020090,120,6
MJ020091,120,6
MJ020092,120,8
MJ020093,120,6
MJ020094,120,6
MJ020095,120,6
MJ020096,120,6
MJ020097,120,6
MJ020098,120,6
MJ020099,120,6
MJ020100,120,6
MJ020101,120,6
MJ020102,120,6
MJ020103,120,6
MJ020104,120,6
MJ020105,120,6
MJ020106,120,6
MJ020107,120,5
MJ020108,120,6
MJ020109,120,6
MJ020110,120,6
MJ020111,120,7
MJ020112,120,7
MJ020113,120,6
MJ020114,120,6
MJ020115,120,6
MJ020116,120,7
MJ020117,120,6
MJ020118,120,7
MJ020120,120,7
MJ020121,120,7
MJ020122,120,7
MJ020123,120,7
MJ020124,120,7
MJ020125,120,7
MJ020126,120,7
MJ020127,120,7
MJ020128,120,7
MJ020129,120,7
MJ020130,120,7
MJ020131,120,7
MJ020132,120,7
MJ020133,120,7
MJ020134,120,7
MJ020135,120,7
MJ020136,120,7
MJ020137,120,7
MJ020138,120,7
MJ020139,120,7
MJ020140,120,7
MJ020141,120,7
MJ020142,120,7
MJ020143,120,7
MJ020144,120,7
MJ020145,120,7
MJ020146,120,7
MJ020147,120,7
MJ020148,120,7
MJ020150,120,7
MJ020151,120,7
MJ020153,120,7
MJ020154,120,7
MJ020155,120,7
MJ020156,120,7
MJ020159,120,7
MJ020160,120,7
MJ020161,120,7
MJ020162,120,7
MJ020163,120,7
MJ020164,120,7
MJ020165,120,8
MJ020166,120,8
MJ020167,120,8
MJ020168,120,7
MJ020169,120,8
MJ020170,120,8
MJ020171,120,8
MJ020172,120,8
MJ020173,120,8
MJ020174,120,8
MJ020175,120,8
MJ020176,120,9
MJ020177,120,8
MJ020178,120,8
MJ020179,120,8
MJ020180,120,8
MJ020181,120,8
MJ020182,120,8
MJ020183,120,8
MJ020184,120,8
MJ020185,120,8
MJ020186,120,8
MJ020187,120,8
MJ020189,120,8
MJ020190,120,8
MJ020191,120,8
MJ020192,120,8
MJ020193,120,8
MJ020194,120,8
MJ020195,120,8
MJ020196,120,8
MJ020198,120,8
MJ020199,120,8
